"","Tags","Public Access Level","Rights","Program Contact Name","Program Contact Email","Frequency","Last Updated","Created","Followers","Organization","Social"
"612","ace, amphibian, authcdfw, biodiversity, bird, california, departme..., california, natural, ..., caopendata, cdfw, ds276820180220wm, endemic, game, mammal, native, plant, rare, rare, natural, community, rarity, reptile, richness, riparian, sensitive, haibtat, terrestrial, wetland","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:02 (UTC)","February 24, 2021, 09:03 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"613","""california"", ""office"", ""o..."", ""cardiac"", ""surgery"", ""deaths"", ""elective"", ""pci"", ""healthcare"", ""hospital"", ""quality"", ""measures"", ""pci"", ""pci"", ""mortality"", ""performance"", ""rating"", ""post-pci"", ""cabg"", ""surgery"", ""post-pci"", ""stroke"", ""primary"", ""pci"", ""ratings"", ""risk-adjusted"")","Public","No restrictions on public use","Office of Statewide Health Planning and Development, Information Services Division, Healthcare Analytics Branch, Clinical Data Group","[email protected]","Annual","June 28, 2021, 07:00 (UTC)","March 26, 2019, 08:02 (UTC)","0","California Office of Statewide Health Planning & Development","Twitter, Facebook, Linkedin"
"614","""authcdfw"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""ds109520150122wm"", ""vegetation""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:02 (UTC)","February 24, 2021, 09:22 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"615","ace, amphibian, authcdfw, biodiversity, bird, california, departme..., california, natural, ..., caopendata, cdfw, ds270520191011wm, endemic, game, mammal, native, plant, rare, rare, natural, community, rarity, reptile, richness, riparian, sensitive, haibtat, terrestrial, wetland)","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:03 (UTC)","February 24, 2021, 09:02 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"616","""ace"", ""amphibian"", ""authcdfw"", ""biodiversity"", ""bird"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""ds270720191011wm"", ""endemic"", ""game"", ""mammal"", ""native"", ""plant"", ""rare"", ""rare"", ""natural"", ""community"", ""rarity"", ""reptile"", ""richness"", ""riparian"", ""sensitive"", ""haibtat"", ""terrestrial"", ""wetland""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:03 (UTC)","February 24, 2021, 09:11 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"617","""ace"", ""amphibian"", ""authcdfw"", ""biodiversity"", ""bird"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""ds272920200212wm"", ""endemic"", ""game"", ""mammal"", ""native"", ""plant"", ""rare"", ""rare"", ""natural"", ""community"", ""rarity"", ""reptile"", ""richness"", ""riparian"", ""sensitive"", ""haibtat"", ""terrestrial"", ""wetland""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:03 (UTC)","February 24, 2021, 09:13 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"618","ace, amphibian, authcdfw, biodiversity, bird, california, departme..., california, natural, ..., caopendata, cdfw, ds270220191015wm, endemic, game, mammal, native, plant, rare, rare, natural, community, rarity, reptile, richness, riparian, sensitive, haibtat, terrestrial, wetland","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:03 (UTC)","February 24, 2021, 09:05 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"619","""ace"", ""amphibian"", ""authcdfw"", ""biodiversity"", ""bird"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""ds270320200221wm"", ""endemic"", ""game"", ""mammal"", ""native"", ""plant"", ""rare"", ""rare"", ""natural"", ""community"", ""rarity"", ""reptile"", ""richness"", ""riparian"", ""sensitive"", ""haibtat"", ""terrestrial"", ""wetland"")","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:03 (UTC)","February 24, 2021, 09:09 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"620","""ace"", ""amphibian"", ""authcdfw"", ""biodiversity"", ""bird"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""ds270420191014wm"", ""endemic"", ""game"", ""mammal"", ""native"", ""plant"", ""rare"", ""rare"", ""natural"", ""community"", ""rarity"", ""reptile"", ""richness"", ""riparian"", ""sensitive"", ""haibtat"", ""terrestrial"", ""wetland""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:03 (UTC)","February 24, 2021, 09:02 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"621","ace, amphibian, authcdfw, biodiversity, bird, california, departme..., california, natural, ..., caopendata, cdfw, ds270620191011wm, endemic, game, mammal, native, plant, rare, rare, natural, community, rarity, reptile, richness, riparian, sensitive, haibtat, terrestrial, wetland)","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:03 (UTC)","February 24, 2021, 09:04 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"622","""ace"", ""amphibian"", ""authcdfw"", ""biodiversity"", ""bird"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""ds270820191014wm"", ""endemic"", ""game"", ""mammal"", ""native"", ""plant"", ""rare"", ""rare"", ""natural"", ""community"", ""rarity"", ""reptile"", ""richness"", ""riparian"", ""sensitive"", ""haibtat"", ""terrestrial"", ""wetland""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:03 (UTC)","February 24, 2021, 09:04 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"623","""ace"", ""amphibian"", ""authcdfw"", ""biodiversity"", ""bird"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""ds272320200211wm"", ""endemic"", ""game"", ""mammal"", ""native"", ""plant"", ""rare"", ""rare"", ""natural"", ""community"", ""rarity"", ""reptile"", ""richness"", ""riparian"", ""sensitive"", ""haibtat"", ""terrestrial"", ""wetland""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:03 (UTC)","February 24, 2021, 09:12 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"624","ace, amphibian, authcdfw, biodiversity, bird, california, departme..., california, natural, ..., caopendata, cdfw, ds272420200212wm, endemic, game, mammal, native, plant, rare, rare, natural, community, rarity, reptile, richness, riparian, sensitive, haibtat, terrestrial, wetland","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:03 (UTC)","February 24, 2021, 09:19 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"625","""ace"", ""amphibian"", ""authcdfw"", ""biodiversity"", ""bird"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""ds272520200212wm"", ""endemic"", ""game"", ""mammal"", ""native"", ""plant"", ""rare"", ""rare"", ""natural"", ""community"", ""rarity"", ""reptile"", ""richness"", ""riparian"", ""sensitive"", ""haibtat"", ""terrestrial"", ""wetland"")","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:03 (UTC)","February 24, 2021, 09:12 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"626","""ace"", ""amphibian"", ""authcdfw"", ""biodiversity"", ""bird"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""ds272620200212wm"", ""endemic"", ""game"", ""mammal"", ""native"", ""plant"", ""rare"", ""rare"", ""natural"", ""community"", ""rarity"", ""reptile"", ""richness"", ""riparian"", ""sensitive"", ""haibtat"", ""terrestrial"", ""wetland""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:03 (UTC)","February 24, 2021, 09:11 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"627","ace, amphibian, authcdfw, biodiversity, bird, california, departme..., california, natural, ..., caopendata, cdfw, ds273020200212wm, endemic, game, mammal, native, plant, rare, rare, natural, community, rarity, reptile, richness, riparian, sensitive, haibtat, terrestrial, wetland)","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:03 (UTC)","February 24, 2021, 09:06 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"628","""ace"", ""amphibian"", ""authcdfw"", ""biodiversity"", ""bird"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""ds273220200212wm"", ""endemic"", ""game"", ""mammal"", ""native"", ""plant"", ""rare"", ""rare"", ""natural"", ""community"", ""rarity"", ""reptile"", ""richness"", ""riparian"", ""sensitive"", ""haibtat"", ""terrestrial"", ""wetland""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:03 (UTC)","February 24, 2021, 09:12 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"629","""ace"", ""authcdfw"", ""biodiversity"", ""butterfly"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""cnddb"", ""conservation"", ""ds286120200212wm"", ""endemic"", ""monarch"", ""native"", ""plant"", ""rare"", ""rare"", ""natural"", ""community"", ""rarity"", ""richness"", ""riparian"", ""sensitive"", ""habitat"", ""terrestrial"", ""wetland""","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:07 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"630","ace, authcdfw, biodiversity, california, departme..., california, natural, ..., caopendata, cdfw, ds286420200212wm, endemic, estuary, mudflat, native, plant, rare, rare, natural, community, rarity, richness, riparian, saline, sensitive, habitat, terrestrial, tidal, wetland","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:04 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"631","""ace"", ""authcdfw"", ""biodiversity"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""ds286320200212wm"", ""endemic"", ""native"", ""oak"", ""oak"", ""scrub"", ""oak"", ""shrubland"", ""plant"", ""rare"", ""rare"", ""natural"", ""community"", ""rarity"", ""richness"", ""riparian"", ""sensitive"", ""habitat"", ""terrestrial"", ""wetland"")","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:11 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"632","""california"", ""departme..."", ""dhcs"", ""disproportionate"", ""dsh"", ""dsh"", ""eligibility"", ""hospital""","Public","No restrictions on public use","Safety Net Financing Division / Disproportionate Share Hospital Operations Unit","[email protected]","Irregular","June 28, 2021, 16:00 (UTC)","August 12, 2019, 20:07 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"633","california, departme..., clinician, services, dhcs, drugs, supplies, family, pact, family, planning, acc..., laboratory, services, medi-cal, reimbursement, reproductive, health..., sexually, transmitte..., sti)","Public","No restrictions on public use","Office of Family Planning / Enterprise Data and Information Management / Data Management and Analytics Division","[email protected]","Annual","June 28, 2021, 16:00 (UTC)","August 12, 2019, 20:08 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"634","""barrier"", ""methods"", ""california"", ""departme..."", ""contraception"", ""dhcs"", ""diaphragms"", ""ec"", ""essure"", ""family"", ""pact"", ""family"", ""planning"", ""acc..."", ""female"", ""steralization"", ""implant"", ""injection"", ""iucs"", ""ocs"", ""patch"", ""reproductive"", ""health..."", ""ring"", ""tier"", ""1"", ""tier"", ""2"", ""tier"", ""3"", ""tubal"", ""ligation""","Public","No restrictions on public use","Office of Family Planning / Enterprise Data and Information Management / Data Management and Analytics Division","[email protected]","Irregular","June 28, 2021, 16:00 (UTC)","August 12, 2019, 20:08 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"635","""california"", ""departme..."", ""clinician"", ""services"", ""dhcs"", ""drug"", ""anf"", ""supply"", ""ser..."", ""family"", ""pact"", ""family"", ""planning"", ""car..."", ""laboratory"", ""services"", ""medi-cal"", ""reproductive"", ""health...""","Public","No restrictions on public use","Office of Family Planning / Enterprise Data and Information Management / Data Management and Analytics Division","[email protected]","Annual","June 28, 2021, 16:00 (UTC)","August 12, 2019, 20:08 (UTC)","0","California Department of Health Care Services","Twitter, Facebook, Linkedin"
"636","ace, amphibian, authcdfw, biodiversity, bird, california, departme..., california, natural, ..., caopendata, cdfw, ds270020200313wm, endemic, game, mammal, native, plant, rare, rare, natural, community, rarity, reptile, richness, riparian, sensitive, haibtat, terrestrial, wetland","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:21 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
"637","""ace"", ""authcdfw"", ""biodiversity"", ""california"", ""departme..."", ""california"", ""natural"", ""..."", ""caopendata"", ""cdfw"", ""ds286420200212wm"", ""endemic"", ""estuary"", ""mudflat"", ""native"", ""plant"", ""rare"", ""rare"", ""natural"", ""community"", ""rarity"", ""richness"", ""riparian"", ""saline"", ""sensitive"", ""habitat"", ""terrestrial"", ""tidal"", ""wetland"")","Public","No restrictions on public use","BIOS_Admin","[email protected]","Irregular","June 23, 2021, 06:05 (UTC)","February 24, 2021, 09:21 (UTC)","0","California Department of Fish and Wildlife","Twitter, Facebook, Linkedin"
